MATRÍCULA,NOME,FUNÇÃO,SETOR,
17993,ELIAS LEANDRO RAMOS,AUX. ADMINISTRATIVO,EXPEDICAO,
17142,LARISSA CLAUDIA LIMA,PROMOTOR(A),PREVENCAO DE PERDAS,
27943,CLAUDIA ELIAS COSTA DOS SOUZA,AUX. DE PREVENCAO DE PERDAS,ELETRODOMESTICOS-ELETROPORTATEIS,
33834,CARLOS TATIANA MOREIRA,AUX. DE DEPOSITO,BALCAO DE FERRAMENTAS,
32554,GABRIEL SOUZA DOS NUNES NETO,ATENDENTE,LIMPEZA,
38494,VICTOR SOUZA DA NOGUEIRA,AUX. DE DEPOSITO,JARDINAGEM,
31295,SERGIO LOPES DA FERNANDES,AUXILIAR DE LIMPEZA SANITARIA,UTILIDADES DOMESTICAS - PRESENTES,
35747,RENATA BEATRIZ CUNHA,ATENDENTE,MANUTENCAO INFRAESTRUTURA,
25644,RICARDO LIMA,VENDEDOR,BALCAO DE FERRAMENTAS,
18527,RICARDO EDUARDO NUNES DA CARDOSO,OPERADOR DE COMPUTADOR,VENDAS,
22631,LUCAS LIMA DOS GOMES,TESOUREIRO,MATERIAL ELETRICO,
29829,DANIELA NUNES NETO,MOTORISTA,JARDINAGEM,
36529,HELENA MACHADO DA FARIAS,AUX. DE ASSISTENCIA TECNICA,PREVENCAO DE PERDAS,
17395,MARIANA SANTOS,AUX. ADMINISTRATIVO,VENDAS,
37024,CRISTIANE MARIANA DIAS DE PINHEIRO NETO,AUX. ADMINISTRATIVO,FRENTE DE LOJA,
31989,ELAINE ROSANA MARTINS DOS BARBOSA,FRENTE DE LOJA,UTILIDADES DOMESTICAS - PLASTICOS,
21757,HELENA IVAN PINHEIRO DA BARBOSA,ELETRICISTA,CAIXA,
36321,TATIANA SOARES DE COSTA,ELETRICISTA,MATERIAL ELETRICO,
34029,HELENA MARTINS,OPERADOR DE LOJA,TECNOLOGIA DA INFORMACAO,
37994,SANDRA JOAO BARBOSA DOS COSTA,APRENDIZ EM SERVICOS VENDAS,TINTAS E ACESSORIOS,
26654,CAMILA RICARDO LOPES DE NOGUEIRA,ATENDENTE,TRANSPORTE PESADO,
21183,MARCOS NOGUEIRA,OPERADOR DE COMPUTADOR,MOVEIS E COZINHAS,
37775,DANIELA BARBOSA DOS LIMA,VENDEDOR,RECEPCAO DE MERCADORIA - LOJA,
18758,RAFAEL RIBEIRO DOS NOGUEIRA,APRENDIZ EM SERVICOS VENDAS,MOVEIS E COZINHAS,
18934,SIMONE GUSTAVO RAMOS FILHO,FRENTE DE LOJA,FRENTE DE LOJA,
38360,PATRICIA RODRIGO NASCIMENTO DOS REIS,ELETRICISTA,ENTREGA,
18246,SAMUEL LIMA FILHO,OPERADOR DE EMPILHADEIRA,TINTAS E ACESSORIOS,
36672,HELENA PRISCILA DUARTE,APRENDIZ EM SERVICOS VENDAS,ELETRODOMESTICOS-ELETROPORTATEIS,
17570,FELIPE NATALIA CORREIA DOS SOUZA,SUPERVISOR DE VENDAS,ELETRODOMESTICOS-ELETROPORTATEIS,
25033,JULIANA FELIPE FARIAS DE GOMES,OPERADOR DE EMPILHADEIRA,JARDINAGEM,
26147,LUCAS CLAUDIA PEREIRA DA FREITAS,ELETRICISTA,TINTAS E ACESSORIOS,
39276,RODRIGO SOUZA,SUPERVISOR DE VENDAS,PISOS E REVESTIMENTOS,
21745,GISELE MENDES,ATENDENTE,METAIS SANITARIOS,
16034,LARISSA SANTOS DA NUNES,FRENTE DE LOJA,ACESSORIOS PARA BANHEIRO,
39045,ELIAS SANTOS DOS MACHADO,APROVADOR DE CREDITO,MOVEIS E COZINHAS,
36140,TATIANA PEDRO CORREIA DOS GOMES,MOTORISTA,TESOURARIA,
15056,CARLA GOMES DOS VIEIRA FILHO,OPERADOR DE COMPUTADOR,BALCAO DE FERRAMENTAS,
32784,CARLOS REIS DE NASCIMENTO,OPERADOR DE COMPUTADOR,MATERIAL ELETRICO,
19982,DANIEL ISABELA RIBEIRO JUNIOR,AUX. ADMINISTRATIVO,JARDINAGEM,
20780,MARIANA CORREIA DE SANTOS,AUX. DE PREVENCAO DE PERDAS,TINTAS E ACESSORIOS,
26896,ROSANA SOUZA,APRENDIZ EM SERVICOS VENDAS,TESOURARIA,
24487,FELIPE JORGE REIS DA MACHADO,PROMOTOR(A),TESOURARIA,
16242,DIEGO LEITE,MOTORISTA,METAIS SANITARIOS,
26883,PEDRO TEIXEIRA DA VIEIRA,MOTORISTA,RECEPCAO DE MERCADORIA - LOJA,
34075,EDUARDO MENDES,OPERADOR DE EMPILHADEIRA,RECURSOS HUMANOS,
29228,HELENA FERNANDA RIBEIRO DOS DIAS,OPERADOR DE LOJA,LIMPEZA,
16971,TARCISIO RAQUEL BARBOSA,FRENTE DE LOJA,ELETRODOMESTICOS-ELETROPORTATEIS,
29263,HELENA CARDOSO,OPERADOR DE COMPUTADOR,FRENTE DE LOJA,
22782,BRUNO PINHEIRO,FRENTE DE LOJA,EXPEDICAO,
38777,DIEGO BARBOSA DA CUNHA,AUX. DE DEPOSITO,CABOS E FIOS,
21343,SERGIO PEREIRA,SUPERVISOR DE VENDAS,ACESSORIOS PARA BANHEIRO,
37399,JORGE FARIAS,AUX. DE ASSISTENCIA TECNICA,LIMPEZA,
15203,CARLA MARTINS DE SOARES,CONFERENTE DE MERCADORIA,LIMPEZA,
19902,DIEGO FABIANA REIS,OPERADOR DE EMPILHADEIRA,RECEPCAO DE MERCADORIA - LOJA,
21502,FABIANA LARISSA NUNES DE NUNES FILHO,SUPERVISOR DE VENDAS,MANUTENCAO INFRAESTRUTURA,
25277,PEDRO VANESSA RIBEIRO DA SILVA,CONFERENTE DE MERCADORIA,RECEPCAO DE MERCADORIA - LOJA,
26121,PRISCILA EDUARDO SILVA DA DUARTE,ATENDENTE,UTILIDADES DOMESTICAS - PRESENTES,
39090,FABIANA LETICIA FARIAS DA FREITAS,APROVADOR DE CREDITO,PREVENCAO DE PERDAS,
23850,TATIANA CARDOSO DA VIEIRA NETO,VENDEDOR,LIMPEZA,
31187,PRISCILA MATEUS COSTA DE COSTA,CONFERENTE DE MERCADORIA,MOVEIS E COZINHAS,
19243,DANIEL RIBEIRO,AUX.ENTREGA EXTERNA,CREDIARIO,
35431,RODRIGO ADRIANA PINHEIRO DE VIEIRA,CONFERENTE DE MERCADORIA,TRANSPORTE PESADO,
38987,IVAN MELO,FRENTE DE LOJA,EXPEDICAO,
24760,CRISTIANE LUCAS MOREIRA DOS BARBOSA,AUX. DE ASSISTENCIA TECNICA,TECNOLOGIA DA INFORMACAO,
22824,TARCISIO JOAO SILVA DA CARDOSO,OPERADOR DE COMPUTADOR,JARDINAGEM,
29379,SANDRA SERGIO MENDES,AUX. ADMINISTRATIVO,JARDINAGEM,
37534,ANA DIAS,SUPERVISOR DE VENDAS,TESOURARIA,
22675,BEATRIZ PINHEIRO DOS NOGUEIRA NETO,PROMOTOR(A),PISOS E REVESTIMENTOS,
28717,LUCIANA ELAINE LEITE DA FERNANDES JUNIOR,AUX. DE ASSISTENCIA TECNICA,MATERIAL ELETRICO,
17687,JORGE IVAN FREITAS,AUX. DE PREVENCAO DE PERDAS,TESOURARIA,
27363,DANIEL REIS DE MELO NETO,AUX.ENTREGA EXTERNA,RECURSOS HUMANOS,
22098,RODRIGO TATIANA ALVES DE DUARTE,AUX. DE ASSISTENCIA TECNICA,METAIS SANITARIOS,
37409,MARIANA MARTINS,MOTORISTA,TINTAS E ACESSORIOS,
35781,JULIANA SILVIA NUNES,AUX. DE DEPOSITO,VENDAS,
20739,EDUARDO RAFAEL CORREIA,AUX. ADMINISTRATIVO,RECEPCAO DE MERCADORIA - LOJA,
23998,LEANDRO LARISSA GOMES DOS TEIXEIRA,FRENTE DE LOJA,FRENTE DE LOJA,
18838,GABRIEL VICTOR FERNANDES,TESOUREIRO,PISOS E REVESTIMENTOS,
37389,RAQUEL DIEGO MENDES,OPERADOR DE LOJA,TINTAS E ACESSORIOS,
39930,JOAO TEIXEIRA NETO,OPERADOR DE EMPILHADEIRA,MANUTENCAO INFRAESTRUTURA,
33284,SIMONE BEATRIZ REIS DA DIAS,AUX. DE ASSISTENCIA TECNICA,TRANSPORTE PESADO,
28339,RENATA FERNANDA SOARES,MOTORISTA,ENTREGA,
16979,JULIANA PEREIRA,AUX. DE PREVENCAO DE PERDAS,TRANSPORTE PESADO,
15680,GABRIEL MACHADO DE SOUZA,APROVADOR DE CREDITO,TESOURARIA,
15603,DIEGO PINHEIRO DE RIBEIRO,OPERADOR DE LOJA,LIMPEZA,
15342,NATALIA MELO DA MACHADO,APROVADOR DE CREDITO,TECNOLOGIA DA INFORMACAO,
29847,CRISTIANE MARTINS DE GOMES,TESOUREIRO,EXPEDICAO,
16641,GUSTAVO RAQUEL LIMA DOS COSTA,AUX. DE DEPOSITO,ENTREGA,
34019,BEATRIZ BEATRIZ FREITAS DA CORREIA,AUX. DE ASSISTENCIA TECNICA,VENDAS,
31110,VICTOR PATRICIA REIS,APROVADOR DE CREDITO,TESOURARIA,
27604,MATEUS RAMOS DA LOPES,AUX. DE ASSISTENCIA TECNICA,CAIXA,
23828,SANDRA NOGUEIRA,AUX. DE DEPOSITO,VENDAS,
38106,TATIANA ROSANA GOMES DOS MARTINS,MOTORISTA,TECNOLOGIA DA INFORMACAO,
31367,JANAINA CARDOSO DOS RAMOS,AUXILIAR DE LIMPEZA SANITARIA,ELETRODOMESTICOS-ELETROPORTATEIS,
30334,TARCISIO MENDES DE NUNES,ATENDENTE,CAIXA,
23346,GISELE LEANDRO MENDES,TESOUREIRO,UTILIDADES DOMESTICAS - PRESENTES,
24042,JORGE SILVIA SOARES DE SOARES,AUX.ENTREGA EXTERNA,ACESSORIOS PARA BANHEIRO,
37703,CAMILA FABIANA MARTINS DOS SILVA,AUX. ADMINISTRATIVO,TECNOLOGIA DA INFORMACAO,
34490,SAMUEL TEIXEIRA DE FARIAS,APRENDIZ EM SERVICOS VENDAS,ACESSORIOS PARA BANHEIRO,
33957,DANIELA RAQUEL DUARTE,AUX. ADMINISTRATIVO,DEPOSITOS INTERNOS,
36433,TARCISIO SANTOS,AUX.ENTREGA EXTERNA,DEPOSITOS INTERNOS,
34340,JOAO RAQUEL LOPES DE CORREIA,OPERADOR DE COMPUTADOR,RECEPCAO DE MERCADORIA - LOJA,
36336,VANESSA REIS,APROVADOR DE CREDITO,RECEPCAO DE MERCADORIA - LOJA,
36030,PRISCILA SILVA DA MOREIRA,AUXILIAR DE LIMPEZA SANITARIA,UTILIDADES DOMESTICAS - PLASTICOS,
27929,NATALIA LIMA DOS LOPES,MOTORISTA,MANUTENCAO INFRAESTRUTURA,
28630,SANDRA LEITE,FRENTE DE LOJA,EXPEDICAO,
28818,BEATRIZ DUARTE,AUX. DE PREVENCAO DE PERDAS,BALCAO DE FERRAMENTAS,
37782,IVAN ROCHA DE SOARES NETO,OPERADOR DE LOJA,DEPOSITOS INTERNOS,
36893,DANIEL ISABELA GOMES DE TEIXEIRA,AUXILIAR DE LIMPEZA SANITARIA,CABOS E FIOS,
36509,CAIO TEIXEIRA DA MENDES,PROMOTOR(A),RECURSOS HUMANOS,
27259,LUCIANA ADRIANA RIBEIRO DOS VIEIRA,TESOUREIRO,TECNOLOGIA DA INFORMACAO,
29863,CAIO NASCIMENTO DE CORREIA,AUX. DE ASSISTENCIA TECNICA,MOVEIS E COZINHAS,
38328,DANIELA GABRIEL MARTINS DOS MARTINS,MOTORISTA,MATERIAL ELETRICO,
19174,SILVIA SILVA,CONFERENTE DE MERCADORIA,RECEPCAO DE MERCADORIA - LOJA,
34259,MARCELO FERNANDA REIS DA SILVA,ELETRICISTA,FRENTE DE LOJA,
32629,MATEUS DANIELA SILVA DOS FERNANDES,OPERADOR DE EMPILHADEIRA,ACESSORIOS PARA BANHEIRO,
23971,ANA CUNHA DA CUNHA,AUX. DE PREVENCAO DE PERDAS,TRANSPORTE PESADO,
17348,LARISSA REIS DE CUNHA,TESOUREIRO,LIMPEZA,
30270,RENATA CAIO NEVES,AUX. DE ASSISTENCIA TECNICA,TESOURARIA,
29247,VIVIANE CRISTIANE RIBEIRO DE MENDES,OPERADOR DE LOJA,TESOURARIA,
33609,ISABELA CAIO RIBEIRO DOS COSTA NETO,AUX. DE DEPOSITO,BALCAO DE FERRAMENTAS,
29741,ANA PATRICIA ALVES DA TEIXEIRA,AUX. ADMINISTRATIVO,UTILIDADES DOMESTICAS - PLASTICOS,
20515,CARLA LIMA DA REIS,VENDEDOR,CAIXA,
29156,MARCIA DIAS,OPERADOR DE EMPILHADEIRA,MOVEIS E COZINHAS,
35270,LUCIANA CAMILA TEIXEIRA DA MACHADO,FRENTE DE LOJA,TECNOLOGIA DA INFORMACAO,
37919,PATRICIA CORREIA DE RIBEIRO,AUX.ENTREGA EXTERNA,CAIXA,
22311,FELIPE MARCIA MARTINS,FRENTE DE LOJA,TRANSPORTE PESADO,
31336,SERGIO AMANDA FARIAS DOS PEREIRA,OPERADOR DE COMPUTADOR,MANUTENCAO INFRAESTRUTURA,
23519,SANDRA PRISCILA MENDES DOS SILVA,OPERADOR DE EMPILHADEIRA,RECEPCAO DE MERCADORIA - LOJA,
21313,LUCIANA MACHADO DE NASCIMENTO,SUPERVISOR DE VENDAS,ACESSORIOS PARA BANHEIRO,
30219,ADRIANA THIAGO NOGUEIRA DE RIBEIRO,PROMOTOR(A),MATERIAL ELETRICO,
18025,ROSANA GOMES DOS MARTINS,OPERADOR DE EMPILHADEIRA,MATERIAL ELETRICO,
15889,CRISTIANE FARIAS FILHO,PROMOTOR(A),RECURSOS HUMANOS,
17763,LEANDRO MELO DE MARTINS,AUX.ENTREGA EXTERNA,MOVEIS E COZINHAS,
25335,OTAVIO FARIAS DA SANTOS,APROVADOR DE CREDITO,TINTAS E ACESSORIOS,
21581,DIEGO DANIELA FREITAS,ELETRICISTA,METAIS SANITARIOS,
19962,AMANDA MARCELO NUNES DA MELO,AUX. DE ASSISTENCIA TECNICA,BALCAO DE FERRAMENTAS,
27838,ANA FREITAS DA CARDOSO JUNIOR,AUX. DE PREVENCAO DE PERDAS,RECURSOS HUMANOS,
16421,ALINE GISELE VIEIRA DOS CARDOSO,TESOUREIRO,CABOS E FIOS,
25426,LETICIA CUNHA,CONFERENTE DE MERCADORIA,ELETRODOMESTICOS-ELETROPORTATEIS,
30886,MARCOS MOREIRA DA VIEIRA,ATENDENTE,METAIS SANITARIOS,
29778,CLAUDIA LEITE,AUXILIAR DE LIMPEZA SANITARIA,LIMPEZA,
38475,BEATRIZ GABRIEL NOGUEIRA,ATENDENTE,MOVEIS E COZINHAS,
17088,FERNANDA LEANDRO ALVES DE MOREIRA,AUX. ADMINISTRATIVO,EXPEDICAO,
33164,DANIEL VIEIRA,PROMOTOR(A),ACESSORIOS PARA BANHEIRO,
26246,PEDRO RODRIGO SANTOS DA RIBEIRO,APROVADOR DE CREDITO,PISOS E REVESTIMENTOS,
15625,RODRIGO SIMONE DUARTE DA BARBOSA,TESOUREIRO,BALCAO DE FERRAMENTAS,
28270,TARCISIO ELIAS ROCHA DOS COSTA,APROVADOR DE CREDITO,UTILIDADES DOMESTICAS - PLASTICOS,
